     1     2
     2     2
     3    -1
     4    -2
     5     2
     6    -5
     7     2
     8     2
     9     2
    10     2
    11     2
    12     2
    13     2
    14     2
    15    -7
    16    -8
    17    -9
    18   -10
    19   -11
    20   -12
    21   -13
    22   -14
    23     2
    24   -23
    25     2
    26     2
    27   -25
    28   -26
    29     2
    30   -29
